Name,Position,Age,Team_from,League_from,Country_From,Team_to,League_to,Country_to,Season,Market_value,Transfer_fee
Wagner,Attacking Midfield,25,Loko Moscow,Premier Liga,Russia,Gaziantepspor,Süper Lig,Turkey,2010-2011,2000000,3600000
Martyn Waghorn,Centre-Forward,20,Sunderland,Premier League,England,Leicester,Championship,Championship,2010-2011,900000,3600000
Danilinho,Right Winger,23,Chiapas FC,Liga MX Clausura,Mexico,Tigres UANL,Liga MX Clausura,Mexico,2010-2011,5000000,3500000
Jelle Van Damme,Left-Back,27,Wolves,Premier League,England,Standard Liège,Jupiler Pro League,Belgium,2010-2011,4500000,3500000
Jeremain Lens,Right Winger,22,AZ Alkmaar,Eredivisie,Netherlands,PSV Eindhoven,Eredivisie,Netherlands,2010-2011,4500000,3500000
Bakari Koné,Right Winger,28,Marseille,Ligue 1,France,Al Duhail,Qatar,Qatar,2010-2011,4000000,3500000
Nelson Valdez,Centre-Forward,26,Bor. Dortmund,1.Bundesliga,German,Hércules CF,LaLiga,Spain,2010-2011,4000000,3500000
Emir Bajrami,Right Winger,22,Elfsborg,Allsvenskan,Allsvenskan,FC Twente,Eredivisie,Netherlands,2010-2011,3000000,3500000
Georg Niedermeier,Centre-Back,24,FC Bayern II,3.Liga,3.Liga,VfB Stuttgart,1.Bundesliga,Germany,2010-2011,3000000,3500000
Arouca,Defensive Midfield,23,São Paulo,Serie A,Italy,Santos FC,Serie A,Italy,2010-2011,2500000,3500000
Anthony Modeste,Centre-Forward,22,OGC Nice,Ligue 1,France,G. Bordeaux,Ligue 1,France,2010-2011,2300000,3500000
Ismael Sosa,Right Winger,23,Independiente,Torneo Final,Argentina,Gaziantepspor,Süper Lig,Turkey,2010-2011,1800000,3500000
Neto,Goalkeeper,21,Atlético-PR,Serie A,Italy,Fiorentina,Serie A,Italy,2010-2011,1800000,3500000
Alan,Centre-Forward,21,Desp. Brasil,Brazil,Brazil,RB Salzburg,Bundesliga,Bundesliga,2010-2011,1500000,3500000
José Salomón Rondón,Centre-Forward,20,UD Las Palmas,LaLiga2,Spain,Málaga CF,LaLiga,Spain,2010-2011,1000000,3500000
Edinho,Defensive Midfield,27,Palmeiras,Serie A,Italy,Fluminense,Serie A,Italy,2010-2011,2500000,3400000
Marco Torsiglieri,Centre-Back,22,Vélez Sarsfield,Torneo Final,Argentina,Sporting CP,Liga NOS,Portugal,2010-2011,700000,3400000
Gastón Ramírez,Attacking Midfield,19,Peñarol,Primera División,Spain,Bologna,Serie A,Italy,2010-2011,700000,3360000
Jaime Valdés,Central Midfield,29,Atalanta,Serie B,Italy,Sporting CP,Liga NOS,Portugal,2010-2011,4000000,3300000
Jonathan Walters,Right Winger,26,Ipswich,Championship,Championship,Stoke City,Premier League,England,2010-2011,1750000,3300000
Jelle Van Damme,Left-Back,26,RSC Anderlecht,Jupiler Pro League,Belgium,Wolves,Premier League,England,2010-2011,4500000,3250000
Giovanni Moreno,Attacking Midfield,24,Atl. Nacional,Liga Águila II,Liga Águila II,Racing Club,Torneo Final,Torneo Final,2010-2011,2000000,3200000
Luis Jiménez,Attacking Midfield,26,Inter,Serie A,Italy,Ternana,Serie C - B,Serie C - B,2010-2011,4000000,3180000
Maksym Koval,Goalkeeper,17,Metalurh Z.,Premier Liga,Russia,Dynamo Kyiv,Premier Liga,Russia,2010-2011,700000,3100000
Giuseppe Sculli,Left Winger,29,Genoa,Serie A,Italy,Lazio,Serie A,Italy,2010-2011,5000000,3000000
Ronaldinho,Attacking Midfield,30,AC Milan,Serie A,Italy,Flamengo,Serie A,Italy,2010-2011,27500000,3000000
Ibrahim Afellay,Left Midfield,24,PSV Eindhoven,Eredivisie,Netherlands,FC Barcelona,LaLiga,Spain,2010-2011,10000000,3000000
Peter Odemwingie,Right Winger,29,Loko Moscow,Premier Liga,Russia,West Brom,Premier League,England,2010-2011,5800000,3000000
Javier Pastore,Attacking Midfield,22,US Palermo,Serie A,Italy,Paris SG,Ligue 1,France,2011-2012,21000000,42000000
Sergio Agüero,Centre-Forward,23,Atlético Madrid,LaLiga,Spain,Man City,Premier League,England,2011-2012,36000000,40000000
Falcao,Centre-Forward,25,FC Porto,Liga NOS,Portugal,Atlético Madrid,LaLiga,Spain,2011-2012,25000000,40000000
Cesc Fàbregas,Central Midfield,24,Arsenal,Premier League,England,FC Barcelona,LaLiga,Spain,2011-2012,54000000,34000000
Manuel Neuer,Goalkeeper,25,FC Schalke 04,1.Bundesliga,German,Bayern Munich,1.Bundesliga,Germany,2011-2012,28000000,30000000
Fábio Coentrão,Left-Back,23,Benfica,Liga NOS,Portugal,Real Madrid,LaLiga,Spain,2011-2012,24000000,30000000
Samir Nasri,Left Winger,24,Arsenal,Premier League,England,Man City,Premier League,England,2011-2012,26000000,27500000
Samuel Eto'o,Centre-Forward,30,Inter,Serie A,Italy,Anzhi,Premier Liga,Russia,2011-2012,42000000,27000000
Juan Mata,Attacking Midfield,23,Valencia CF,LaLiga,Spain,Chelsea,Premier League,England,2011-2012,26000000,26700000
Alexis Sánchez,Left Winger,22,Udinese Calcio,Serie A,Italy,FC Barcelona,LaLiga,Spain,2011-2012,25000000,26000000
David de Gea,Goalkeeper,20,Atlético Madrid,LaLiga,Spain,Man Utd,Premier League,England,2011-2012,12000000,25000000
Zlatan Ibrahimovic,Centre-Forward,29,FC Barcelona,LaLiga,Spain,AC Milan,Serie A,Italy,2011-2012,35000000,24000000
Santi Cazorla,Central Midfield,26,Villarreal CF,LaLiga,Spain,Málaga CF,LaLiga,Spain,2011-2012,18000000,23000000
Stewart Downing,Left Midfield,26,Aston Villa,Premier League,England,Liverpool,Premier League,England,2011-2012,12000000,22800000
Phil Jones,Centre-Back,19,Blackburn,Premier League,England,Man Utd,Premier League,England,2011-2012,3500000,19300000
Balázs Dzsudzsák,Left Winger,25,Anzhi,Russia,Russia,Dinamo Moscow,Russia,Russia,2011-2012,14000000,19000000
Ashley Young,Left Midfield,25,Aston Villa,Premier League,England,Man Utd,Premier League,England,2011-2012,18000000,18000000
Gökhan Inler,Defensive Midfield,27,Udinese Calcio,Serie A,Italy,SSC Napoli,Serie A,Italy,2011-2012,15000000,18000000
Jordan Henderson,Central Midfield,21,Sunderland,Premier League,England,Liverpool,Premier League,England,2011-2012,8500000,18000000
Érik Lamela,Right Winger,19,River Plate,Primera B Nacional,Primera B Nacional,AS Roma,Serie A,Italy,2011-2012,5000000,17000000
Daniel Osvaldo,Centre-Forward,25,Espanyol,LaLiga,Spain,AS Roma,Serie A,Italy,2011-2012,10000000,16000000
Alessandro Matri,Centre-Forward,26,Cagliari Calcio,Serie A,Italy,Juventus,Serie A,Italy,2011-2012,16500000,15500000
Stephan El Shaarawy,Left Winger,18,Genoa,Serie A,Italy,AC Milan,Serie A,Italy,2011-2012,7000000,15500000
Mirko Vucinic,Second Striker,27,AS Roma,Serie A,Italy,Juventus,Serie A,Italy,2011-2012,22000000,15000000
Romelu Lukaku,Centre-Forward,18,RSC Anderlecht,Jupiler Pro League,Belgium,Chelsea,Premier League,England,2011-2012,15000000,15000000
Domenico Criscito,Left-Back,24,Genoa,Serie A,Italy,Zenit S-Pb,Premier Liga,Russia,2011-2012,12500000,15000000
Yuri Zhirkov,Left Midfield,27,Chelsea,Premier League,England,Anzhi,Premier Liga,Russia,2011-2012,12000000,15000000
Balázs Dzsudzsák,Left Winger,24,PSV Eindhoven,Eredivisie,Netherlands,Anzhi,Premier Liga,Russia,2011-2012,14000000,14000000
Christopher Samba,Centre-Back,27,Blackburn,Premier League,England,Anzhi,Russia,Russia,2011-2012,12000000,14000000
Alex Oxlade-Chamberlain,Right Midfield,17,Southampton,Championship,Championship,Arsenal,Premier League,England,2011-2012,2500000,13800000
Raúl Meireles,Central Midfield,28,Liverpool,Premier League,England,Chelsea,Premier League,England,2011-2012,16000000,13500000
Jérôme Boateng,Centre-Back,22,Man City,Premier League,England,Bayern Munich,1.Bundesliga,Germany,2011-2012,15000000,13500000
Pizzi,Central Midfield,22,Braga,Liga NOS,Portugal,Atlético Madrid,LaLiga,Spain,2011-2012,7500000,13500000
Eduardo Vargas,Centre-Forward,22,U. de Chile,Primera División,Spain,SSC Napoli,Serie A,Italy,2011-2012,6000000,13500000
Arda Turan,Left Winger,24,Galatasaray,Süper Lig,Turkey,Atlético Madrid,LaLiga,Spain,2011-2012,15500000,13000000
Danilo,Right-Back,19,Santos FC,Serie A,Italy,FC Porto,Liga NOS,Portugal,2011-2012,5000000,13000000
Roman Eremenko,Attacking Midfield,24,Dynamo Kyiv,Premier Liga,Russia,Rubin Kazan,Premier Liga,Russia,2011-2012,6500000,12900000
Arturo Vidal,Central Midfield,24,Bay. Leverkusen,1.Bundesliga,German,Juventus,Serie A,Italy,2011-2012,20000000,12500000
Edinson Cavani,Centre-Forward,24,US Palermo,Serie A,Italy,SSC Napoli,Serie A,Italy,2011-2012,24500000,12000000
Gervinho,Left Winger,24,LOSC Lille,Ligue 1,France,Arsenal,Premier League,England,2011-2012,16000000,12000000
Mikel Arteta,Central Midfield,29,Everton,Premier League,England,Arsenal,Premier League,England,2011-2012,15000000,12000000
Bojan Krkic,Second Striker,20,FC Barcelona,LaLiga,Spain,AS Roma,Serie A,Italy,2011-2012,15000000,12000000
Papiss Demba Cissé,Centre-Forward,26,SC Freiburg,1.Bundesliga,German,Newcastle,Premier League,England,2011-2012,13500000,12000000
Bryan Ruíz,Left Midfield,26,FC Twente,Eredivisie,Netherlands,Fulham,Premier League,England,2011-2012,12500000,12000000
Stefan Savic,Centre-Back,20,Partizan,SuperLiga,SuperLiga,Man City,Premier League,England,2011-2012,6000000,12000000
Thiago Motta,Defensive Midfield,29,Inter,Serie A,Italy,Paris SG,Ligue 1,France,2011-2012,15000000,11500000
Per Mertesacker,Centre-Back,26,Werder Bremen,1.Bundesliga,German,Arsenal,Premier League,England,2011-2012,10000000,11300000
Peter Crouch,Centre-Forward,30,Spurs,Premier League,England,Stoke City,Premier League,England,2011-2012,10000000,11300000
Jérémy Toulalan,Defensive Midfield,27,Olympique Lyon,Ligue 1,France,Málaga CF,LaLiga,Spain,2011-2012,18000000,11000000
Kévin Gameiro,Centre-Forward,24,FC Lorient,Ligue 1,France,Paris SG,Ligue 1,France,2011-2012,13500000,11000000
Miralem Pjanic,Central Midfield,21,Olympique Lyon,Ligue 1,France,AS Roma,Serie A,Italy,2011-2012,9000000,11000000
Charles N'Zogbia,Right Winger,25,Wigan,Premier League,England,Aston Villa,Premier League,England,2011-2012,9000000,10800000
Fabio Quagliarella,Centre-Forward,28,SSC Napoli,Serie A,Italy,Juventus,Serie A,Italy,2011-2012,17500000,10500000
Ricardo Álvarez,Attacking Midfield,23,Vélez Sarsfield,Torneo Final,Argentina,Inter,Serie A,Italy,2011-2012,3500000,10500000
Nuri Sahin,Defensive Midfield,22,Bor. Dortmund,1.Bundesliga,German,Real Madrid,LaLiga,Spain,2011-2012,20000000,10000000
Marco Borriello,Centre-Forward,29,AC Milan,Serie A,Italy,AS Roma,Serie A,Italy,2011-2012,13000000,10000000
Moussa Sow,Centre-Forward,26,LOSC Lille,Ligue 1,France,Fenerbahce,Süper Lig,Turkey,2011-2012,12000000,10000000
Vágner Love,Centre-Forward,27,CSKA Moscow,Russia,Russia,Flamengo,Serie A,Italy,2011-2012,12000000,10000000
Emmanuel Emenike,Centre-Forward,24,Fenerbahce,Süper Lig,Turkey,Spartak Moscow,Premier Liga,Russia,2011-2012,6000000,10000000
Bernd Leno,Goalkeeper,19,VfB Stuttgart,1.Bundesliga,German,Bay. Leverkusen,1.Bundesliga,Germany,2011-2012,5000000,10000000
Raphaël Varane,Centre-Back,18,Lens,Ligue 2,France,Real Madrid,LaLiga,Spain,2011-2012,4000000,10000000
Stephan Lichtsteiner,Right-Back,27,Lazio,Serie A,Italy,Juventus,Serie A,Italy,2011-2012,9000000,9930000
Alex Sandro,Left-Back,20,Maldonado,Segunda División,Segunda División,FC Porto,Liga NOS,Portugal,2011-2012,1800000,9600000
Wilson Palacios,Defensive Midfield,26,Spurs,Premier League,England,Stoke City,Premier League,England,2011-2012,14000000,9000000
Eljero Elia,Left Winger,24,Hamburger SV,1.Bundesliga,German,Juventus,Serie A,Italy,2011-2012,12500000,9000000
Christian Träsch,Defensive Midfield,23,VfB Stuttgart,1.Bundesliga,German,VfL Wolfsburg,1.Bundesliga,Germany,2011-2012,10000000,9000000
Axel Witsel,Central Midfield,22,Standard Liège,Jupiler Pro League,Belgium,Benfica,Liga NOS,Portugal,2011-2012,10000000,9000000
Cristián Zapata,Centre-Back,24,Udinese Calcio,Serie A,Italy,Villarreal CF,LaLiga,Spain,2011-2012,9000000,9000000
Dimitri Payet,Attacking Midfield,24,Saint-Étienne,Ligue 1,France,LOSC Lille,Ligue 1,France,2011-2012,9000000,9000000
Sébastien Frey,Goalkeeper,31,Fiorentina,Serie A,Italy,Genoa,Serie A,Italy,2011-2012,8500000,9000000
Roman Pavlyuchenko,Centre-Forward,30,Spurs,Premier League,England,Loko Moscow,Russia,Russia,2011-2012,8500000,9000000
Emmanuel Emenike,Centre-Forward,24,Karabükspor,Süper Lig,Turkey,Fenerbahce,Süper Lig,Turkey,2011-2012,6000000,9000000
Brown Ideye,Centre-Forward,22,FC Sochaux,Ligue 1,France,Dynamo Kyiv,Premier Liga,Russia,2011-2012,6000000,9000000
Blerim Dzemaili,Central Midfield,25,Parma,Serie A,Italy,SSC Napoli,Serie A,Italy,2011-2012,5000000,9000000
Connor Wickham,Centre-Forward,18,Ipswich,Championship,Championship,Sunderland,Premier League,England,2011-2012,4000000,9000000
Miguel Britos,Centre-Back,26,Bologna,Serie A,Italy,SSC Napoli,Serie A,Italy,2011-2012,3500000,9000000
Thibaut Courtois,Goalkeeper,19,KRC Genk,Jupiler Pro League,Belgium,Chelsea,Premier League,England,2011-2012,4000000,8950000
Elias,Central Midfield,26,Atlético Madrid,LaLiga,Spain,Sporting CP,Liga NOS,Portugal,2011-2012,7000000,8850000
Roberto,Goalkeeper,25,Benfica,Liga NOS,Portugal,Real Zaragoza,LaLiga,Spain,2011-2012,5600000,8600000
André Schürrle,Left Winger,20,1.FSV Mainz 05,1.Bundesliga,German,Bay. Leverkusen,1.Bundesliga,Germany,2011-2012,12500000,8500000
Emiliano Viviano,Goalkeeper,26,Inter,Serie A,Italy,US Palermo,Serie A,Italy,2011-2012,10000000,8500000
Ricardo Rodríguez,Left-Back,19,FC Zürich,Super League,Super League,VfL Wolfsburg,1.Bundesliga,Germany,2011-2012,7500000,8500000
Dries Mertens,Centre-Forward,24,FC Utrecht,Eredivisie,Netherlands,PSV Eindhoven,Eredivisie,Netherlands,2011-2012,6000000,8500000
Gary Cahill,Centre-Back,26,Bolton,Premier League,England,Chelsea,Premier League,England,2011-2012,13000000,8400000
Charlie Adam,Central Midfield,25,Blackpool,Championship,Championship,Liverpool,Premier League,England,2011-2012,4500000,8400000
Darío Conca,Attacking Midfield,28,Fluminense,Serie A,Italy,GZ Evergrande,Super League,Super League,2011-2012,6000000,8200000
Alberto Gilardino,Centre-Forward,29,Fiorentina,Serie A,Italy,Genoa,Serie A,Italy,2011-2012,16000000,8000000
Jérémy Ménez,Second Striker,24,AS Roma,Serie A,Italy,Paris SG,Ligue 1,France,2011-2012,15000000,8000000
Kevin De Bruyne,Attacking Midfield,20,KRC Genk,Jupiler Pro League,Belgium,Chelsea,Premier League,England,2011-2012,9000000,8000000
Christian Noboa,Central Midfield,26,Rubin Kazan,Russia,Russia,Dinamo Moscow,Russia,Russia,2011-2012,8000000,8000000
Víctor Ruiz,Centre-Back,22,SSC Napoli,Serie A,Italy,Valencia CF,LaLiga,Spain,2011-2012,8000000,8000000
Blaise Matuidi,Central Midfield,24,Saint-Étienne,Ligue 1,France,Paris SG,Ligue 1,France,2011-2012,8000000,8000000
José Enrique,Left-Back,25,Newcastle,Premier League,England,Liverpool,Premier League,England,2011-2012,7500000,8000000
Sílvio,Right-Back,23,Braga,Liga NOS,Portugal,Atlético Madrid,LaLiga,Spain,2011-2012,7500000,8000000
Mohamed Sissoko,Defensive Midfield,26,Juventus,Serie A,Italy,Paris SG,Ligue 1,France,2011-2012,7500000,8000000
Christian Benítez,Centre-Forward,25,Santos Laguna,Liga MX Clausura,Mexico,América,Liga MX Clausura,Mexico,2011-2012,6500000,8000000
Roger Johnson,Centre-Back,28,Birmingham,Championship,Championship,Wolves,Premier League,England,2011-2012,5000000,8000000
Jonathan de Guzmán,Central Midfield,23,RCD Mallorca,LaLiga,Spain,Villarreal CF,LaLiga,Spain,2011-2012,5000000,8000000
Nolan Roux,Centre-Forward,23,Stade Brest 29,Ligue 1,France,LOSC Lille,Ligue 1,France,2011-2012,4750000,8000000
Matías Silvestre,Centre-Back,26,Catania,Serie A,Italy,US Palermo,Serie A,Italy,2011-2012,3500000,8000000
Sebastián Coates,Centre-Back,20,Nacional,Primera División,Spain,Liverpool,Premier League,England,2011-2012,2500000,8000000
Gaël Clichy,Left-Back,25,Arsenal,Premier League,England,Man City,Premier League,England,2011-2012,15000000,7750000
Fabio Borini,Left Winger,20,Parma,Serie A,Italy,AS Roma,Serie A,Italy,2011-2012,4800000,7600000
Kevin-Prince Boateng,Central Midfield,24,Genoa,Serie A,Italy,AC Milan,Serie A,Italy,2011-2012,15000000,7500000
Mamadou Niang,Centre-Forward,31,Fenerbahce,Süper Lig,Turkey,Al Sadd,Stars League,Stars League,2011-2012,11500000,7500000
Simone Pepe,Right Winger,27,Udinese Calcio,Serie A,Italy,Juventus,Serie A,Italy,2011-2012,9000000,7500000
Pablo Piatti,Left Winger,22,UD Almería,LaLiga2,Spain,Valencia CF,LaLiga,Spain,2011-2012,9000000,7500000
Lucas Piazón,Left Winger,18,FC São Paulo B,Brazil,Brazil,Chelsea,Premier League,England,2011-2012,7500000,7500000
Ander Herrera,Central Midfield,21,Real Zaragoza,LaLiga,Spain,Athletic Bilbao,LaLiga,Spain,2011-2012,7500000,7500000
Youssef El Arabi,Centre-Forward,24,SM Caen,Ligue 1,France,Hilal,Professional League,Professional League,2011-2012,6500000,7500000
Felipe Caicedo,Centre-Forward,22,Levante UD,LaLiga,Spain,Loko Moscow,Premier Liga,Russia,2011-2012,5000000,7500000
Dentinho,Attacking Midfield,22,Corinthians,Serie A,Italy,Shakhtar D.,Premier Liga,Russia,2011-2012,3000000,7500000
Maarten Stekelenburg,Goalkeeper,28,AFC Ajax,Eredivisie,Netherlands,AS Roma,Serie A,Italy,2011-2012,11000000,7330000
Emanuele Giaccherini,Left Winger,26,RC Cesena,Serie A,Italy,Juventus,Serie A,Italy,2011-2012,5000000,7250000
André Santos,Attacking Midfield,28,Fenerbahce,Süper Lig,Turkey,Arsenal,Premier League,England,2011-2012,8500000,7000000
Kévin Constant,Defensive Midfield,24,Chievo Verona,Serie A,Italy,Genoa,Serie A,Italy,2011-2012,5500000,7000000
Tim Matavz,Centre-Forward,22,FC Groningen,Eredivisie,Netherlands,PSV Eindhoven,Eredivisie,Netherlands,2011-2012,5500000,7000000
Thiago Neves,Attacking Midfield,26,Hilal,Professional League,Professional League,Fluminense,Serie A,Italy,2011-2012,4500000,7000000
Diego Tardelli,Centre-Forward,26,Anzhi,Russia,Russia,Al Gharafa,Stars League,Stars League,2011-2012,2500000,7000000
Scott Dann,Centre-Back,24,Birmingham,Championship,Championship,Blackburn,Premier League,England,2011-2012,4500000,6800000
Fernando Muslera,Goalkeeper,25,Lazio,Serie A,Italy,Galatasaray,Süper Lig,Turkey,2011-2012,12000000,6750000
Eliaquim Mangala,Centre-Back,20,Standard Liège,Jupiler Pro League,Belgium,FC Porto,Liga NOS,Portugal,2011-2012,5000000,6750000
Diniyar Bilyaletdinov,Attacking Midfield,26,Everton,Premier League,England,Spartak Moscow,Russia,Russia,2011-2012,6500000,6700000
Mevlüt Erdinc,Centre-Forward,24,Paris SG,Ligue 1,France,Stade Rennais,Ligue 1,France,2011-2012,7250000,6600000
Nikica Jelavic,Centre-Forward,26,Rangers,Premiership,Premiership,Everton,Premier League,England,2011-2012,5000000,6600000
Craig Gardner,Central Midfield,24,Birmingham,Championship,Championship,Sunderland,Premier League,England,2011-2012,4000000,6600000
Ju-yeong Park,Centre-Forward,26,Monaco,Ligue 2,France,Arsenal,Premier League,England,2011-2012,7000000,6500000
Alexander Merkel,Central Midfield,19,AC Milan,Serie A,Italy,Genoa,Serie A,Italy,2011-2012,3500000,6500000
Scott Parker,Central Midfield,30,West Ham,Championship,Championship,Spurs,Premier League,England,2011-2012,14000000,6200000
Borja Valero,Central Midfield,26,West Brom,Premier League,England,Villarreal CF,LaLiga,Spain,2011-2012,12000000,6000000
Adil Rami,Centre-Back,25,LOSC Lille,Ligue 1,France,Valencia CF,LaLiga,Spain,2011-2012,12000000,6000000
Steven Defour,Central Midfield,23,Standard Liège,Jupiler Pro League,Belgium,FC Porto,Liga NOS,Portugal,2011-2012,12000000,6000000
Dani Parejo,Central Midfield,22,Getafe CF,LaLiga,Spain,Valencia CF,LaLiga,Spain,2011-2012,8000000,6000000
Nacho Monreal,Left-Back,25,CA Osasuna,LaLiga,Spain,Málaga CF,LaLiga,Spain,2011-2012,7000000,6000000
Demy de Zeeuw,Central Midfield,28,AFC Ajax,Eredivisie,Netherlands,Spartak Moscow,Premier Liga,Russia,2011-2012,6500000,6000000
Emmanuel Rivière,Centre-Forward,21,Saint-Étienne,Ligue 1,France,Toulouse,Ligue 1,France,2011-2012,5250000,6000000
Wesley,Central Midfield,24,Werder Bremen,1.Bundesliga,German,Palmeiras,Serie A,Italy,2011-2012,4500000,6000000
Nikola Kalinic,Centre-Forward,23,Blackburn,Premier League,England,Dnipro,Premier Liga,Russia,2011-2012,4500000,6000000
Nabil Dirar,Right Midfield,25,Club Brugge,Jupiler Pro League,Belgium,Monaco,Ligue 2,Ligue 2,2011-2012,3500000,6000000
Fernando,Defensive Midfield,30,G. Bordeaux,Ligue 1,France,Shabab,Professional League,Professional League,2011-2012,3000000,6000000
Marcelo Moreno,Centre-Forward,24,Shakhtar D.,Premier Liga,Russia,Grêmio,Serie A,Italy,2011-2012,2800000,6000000
Isco,Attacking Midfield,19,Valencia B,2ª B - Grupo III,2ª B - Grupo III,Málaga CF,LaLiga,Spain,2011-2012,NA,6000000
Djibril Cissé,Centre-Forward,29,Panathinaikos,Super League,Super League,Lazio,Serie A,Italy,2011-2012,14000000,5800000
Bobby Zamora,Centre-Forward,31,Fulham,Premier League,England,QPR,Premier League,England,2011-2012,8000000,5800000
Giovanni Sio,Centre-Forward,22,FC Sion,Super League,Super League,VfL Wolfsburg,1.Bundesliga,Germany,2011-2012,4500000,5800000
Mehdi Carcela-González,Right Winger,22,Standard Liège,Jupiler Pro League,Belgium,Anzhi,Premier Liga,Russia,2011-2012,4000000,5700000
Davide Santon,Left-Back,20,Inter,Serie A,Italy,Newcastle,Premier League,England,2011-2012,7500000,5650000
Ezequiel Garay,Centre-Back,24,Real Madrid,LaLiga,Spain,Benfica,Liga NOS,Portugal,2011-2012,10000000,5500000
